TestID,TrainID,"[m,b]","(x,y)",Prediction
85161,118190,"[1, 0]","(train,test)",4921916082929664
85168,83500,"[6, 0]","(train,test)",6
85169,430,"[1, 1024]","(train,test)",1166
85174,200443,"[2, 0]","(train,test)",4736
85176,17796,"[4, 0]","(train,test)",3865470564
85208,11242,"[1, 0]","(train,test)",572204589843750
85210,207014,"[1, 0]","(train,test)",0
85220,25082,"[1, -1]","(train,test)",1
85318,1715,"[4, 0]","(train,test)",4
85344,219721,"[1, 1]","(train,test)",132
85405,71678,"[1, -1]","(train,test)",2409
85411,21345,"[1, 0]","(train,test)",550
85474,104,"[1, -1]","(train,test)",4
85513,1214,"[7, 138]","(train,test)",383
85612,139106,"[1, 1]","(train,test)",16
85718,188935,"[2, -5]","(test,train)",158.0
85730,180510,"[2, -1]","(test,train)",9.671406556917033e+24
85911,8883,"[1, 0]","(train,test)",5279714475068333490176
85925,18938,"[162, 1]","(train,test)",8878897
85936,2250,"[89, 10]","(train,test)",988888888888889
85987,104134,"[2, -1]","(train,test)",8443414161166173
86315,92428,"[34, -23]","(train,test)",49844527125845
86394,175226,"[-1, 2]","(train,test)",0
86404,1182,"[8, 23]","(train,test)",2551
86434,29039,"[1, 1]","(train,test)",561
86451,22317,"[4, 0]","(train,test)",1237940039285380274899124224
86494,45604,"[1, 0]","(train,test)",73
86516,10344,"[-125, 125]","(train,test)",1953125
86524,61360,"[-1, 1]","(train,test)",0
86525,135215,"[1, 1]","(train,test)",639
86546,40422,"[2, 1]","(test,train)",132.0
86619,1840,"[4, 1]","(train,test)",66308229755041
86725,10757,"[1, 113703704]","(train,test)",113717752
86746,27803,"[4, -1]","(train,test)",6778308875543
86761,318,"[2, -4]","(test,train)",5960464477539062.0
86781,64293,"[15, -14]","(train,test)",31
86795,91661,"[1, -1]","(train,test)",476837160300276
86846,146492,"[1, 0]","(train,test)",186
86910,100831,"[2, 0]","(test,train)",2.2874579025320634e+21
86932,11242,"[1, 0]","(train,test)",572204589843750
86939,37959,"[1, 1]","(train,test)",34063
87027,201332,"[1, 0]","(train,test)",1
87090,138758,"[1, -1]","(train,test)",0
87098,1214,"[9, 171]","(train,test)",477
87115,48986,"[1, -1]","(train,test)",382
87123,19294,"[6, -48]","(train,test)",11616
87136,85788,"[-1, 9]","(train,test)",7
87139,19978,"[15, 110]","(train,test)",25865
87165,9923,"[1, 5]","(train,test)",276
87195,91177,"[1, 1]","(train,test)",86267571273
87203,145671,"[1, -1]","(train,test)",3591
87250,137071,"[4, 1]","(test,train)",436715005017102.0
87261,138303,"[9, -91]","(test,train)",106.0
87358,216863,"[9, -3]","(train,test)",40596
87389,66629,"[1, -1]","(train,test)",3573
87398,104639,"[2, 8]","(test,train)",2147483709.0
87424,26713,"[1, 1]","(train,test)",233
87535,107303,"[1, 1]","(train,test)",12927
87647,28990,"[1, 0]","(train,test)",27514634240000000000000
87666,42718,"[5, 11]","(train,test)",13976
87734,27703,"[-1, 9]","(train,test)",4
87749,70756,"[6, 0]","(test,train)",99.0
87805,120184,"[2, 1]","(train,test)",481
87833,35169,"[1, 0]","(train,test)",0
87837,2065,"[2, 1]","(test,train)",15355906750793.0
87867,1214,"[15, 285]","(train,test)",780
87878,114608,"[6, -5]","(train,test)",7729
87912,184247,"[1, -16]","(train,test)",11643
88016,1683,"[1, 0]","(train,test)",87960930222080
88107,77868,"[1, 0]","(train,test)",256
88196,28412,"[1, 0]","(train,test)",162129586585337820
88202,128955,"[118, 1]","(train,test)",20887
88260,20853,"[1, -4]","(train,test)",1563
88270,193647,"[3, 0]","(train,test)",109782
88306,28990,"[1, 0]","(train,test)",27514634240000000000000
88328,28513,"[-3, 4]","(train,test)",4294967296
88353,217417,"[1, 1]","(train,test)",135750
88368,8883,"[1, 0]","(train,test)",5279714475068333490176
88416,157635,"[1, 1]","(train,test)",6648
88433,430,"[1, 0]","(train,test)",179
88435,10757,"[90, 1022222259]","(train,test)",1023478659
88497,39700,"[2, -1]","(test,train)",97609555091456.0
88536,57994,"[1, 2]","(train,test)",391
88567,21311,"[2, -2]","(train,test)",8
88648,53867,"[1, 1]","(train,test)",659
88674,180165,"[2, -1]","(train,test)",277673448789
88732,2250,"[5, 0]","(train,test)",55555555555555555
88741,131913,"[1, -1]","(train,test)",148
88872,39299,"[2, 2]","(test,train)",368081.0
88891,1214,"[-1, -9]","(train,test)",-50
88900,46101,"[2, 1]","(train,test)",179
88905,145427,"[1, -1]","(train,test)",4023
89071,200208,"[1, -1]","(train,test)",74
89086,113498,"[1, 1]","(train,test)",135
89118,157429,"[1, 1]","(train,test)",548
89120,120417,"[1, 0]","(train,test)",118
89124,202995,"[1, 1]","(train,test)",109
89151,58939,"[2, -1]","(train,test)",277
89183,90805,"[1, 0]","(train,test)",111010
89207,64153,"[1, 1]","(train,test)",776
89272,18452,"[1, -1]","(train,test)",7493
89286,70960,"[2, 0]","(train,test)",32
89298,91583,"[1, -1]","(train,test)",552300
89325,122036,"[-3, 0]","(test,train)",-7.0
89429,91503,"[2, 1]","(train,test)",129
89447,66906,"[4, -3]","(train,test)",3017
89456,103533,"[2, 0]","(train,test)",847266239822
89458,17815,"[1, -1]","(train,test)",71
89535,192984,"[1, -1]","(train,test)",128
89622,119392,"[2, 0]","(train,test)",78176338
89651,72465,"[3, 0]","(train,test)",31185
89753,209943,"[31, 0]","(train,test)",1798
89996,54460,"[1, 0]","(train,test)",225
90015,12574,"[1, -1]","(train,test)",1136
90092,65278,"[2, -7]","(train,test)",3205027
90202,216880,"[2, 1]","(test,train)",8418.0
90275,1817,"[2, 1]","(train,test)",8589934593
90379,80571,"[1, -2]","(train,test)",124882
90451,224753,"[1, 0]","(train,test)",4859838227992
90467,50735,"[1, 0]","(train,test)",209508
90582,42507,"[1000000, 0]","(train,test)",11390625000000
90583,159468,"[2, 0]","(train,test)",2020202200
90667,219501,"[2, 0]","(test,train)",1.0
90672,189620,"[2, 0]","(test,train)",446935870.0
90691,14452,"[3, -2]","(train,test)",52776558133246
90719,199839,"[1, 0]","(train,test)",2
90730,963,"[20, -96]","(test,train)",31.0
90788,184064,"[7, 0]","(test,train)",25447500.0
90865,110522,"[-1, 1]","(train,test)",0
90899,9923,"[24, 7]","(train,test)",4735
90913,39235,"[1, 1]","(train,test)",156
90972,1214,"[1, -17]","(train,test)",24
90974,82402,"[2, 0]","(train,test)",294
91112,144157,"[1, 0]","(train,test)",1
91142,19294,"[10, -80]","(train,test)",16810
91195,116150,"[2, 0]","(train,test)",14341098
91239,194755,"[2, 0]","(test,train)",-6.651744696060215e+25
91342,118005,"[1, -1]","(train,test)",67
91551,76100,"[2, 0]","(train,test)",2287256682496
91558,65887,"[1, 1]","(train,test)",578085
91579,194437,"[5, 1]","(train,test)",606010606
91660,3073,"[1, 0]","(train,test)",121
91669,208134,"[1, 1]","(train,test)",4
91673,81397,"[1, 0]","(train,test)",368
91780,5669,"[1, 0]","(train,test)",104255099738019625697280
91820,71229,"[1, 2]","(train,test)",473
91831,31498,"[5, -5]","(train,test)",5865
91858,9923,"[1, -1]","(train,test)",270
91872,1214,"[30, 581]","(train,test)",1451
91996,140989,"[1, -1]","(train,test)",16002
92046,1182,"[1, -1]","(train,test)",427
92129,142212,"[1, -2]","(train,test)",136
92153,29580,"[2, 8]","(train,test)",2460
92161,14452,"[10, 0]","(train,test)",703687441776640
92216,1214,"[7, 133]","(train,test)",378
92238,10815,"[1, 1]","(train,test)",6514373001887
92245,209287,"[1, 1]","(train,test)",1336
92290,205345,"[2, 1]","(train,test)",241
92305,39836,"[1, 0]","(train,test)",0
92346,188892,"[2, -1]","(train,test)",1
92414,5318,"[1, 5]","(train,test)",972
92445,69030,"[3, 0]","(train,test)",5040
92491,69010,"[1, 1]","(train,test)",16
92553,162346,"[4, 0]","(train,test)",439804651110400
92592,5669,"[1, 0]","(train,test)",104255099738019625697280
92695,1214,"[10, 198]","(train,test)",538
92698,154894,"[1, 1]","(train,test)",2802
92707,133254,"[3, 1]","(train,test)",16
92737,26284,"[2, 0]","(train,test)",42011258900
92751,157963,"[26, 0]","(train,test)",260000000000000
92814,57328,"[1, 1]","(train,test)",2
92857,123910,"[1, -1]","(train,test)",3236724317173
92881,188683,"[-1, 4]","(train,test)",-10
92917,58079,"[1, 7]","(train,test)",2408
92982,57235,"[1, -1]","(train,test)",9494
93002,153822,"[2, -2]","(test,train)",389403.0
93076,203676,"[2, 0]","(train,test)",3600
93169,210608,"[1, -1]","(train,test)",922
93220,19294,"[26, -207]","(train,test)",37545
93309,9268,"[1, 0]","(train,test)",200291280469622706
93341,20389,"[1, 0]","(train,test)",1129718145924
93463,183283,"[8, -3]","(train,test)",1129651037061
93494,95319,"[3, -3]","(train,test)",21204
93591,170135,"[1, 0]","(train,test)",689278976
93628,69086,"[1, 1]","(train,test)",2
93668,192279,"[2, 0]","(train,test)",10010
93711,42330,"[1, 0]","(train,test)",10
93717,20564,"[3, 1]","(train,test)",9046
93782,29580,"[2, 5]","(train,test)",2263
93835,15874,"[1, -1]","(train,test)",38
93892,403,"[1728000, 1728240]","(train,test)",36288240
93907,150470,"[3, 1]","(test,train)",260.0
93995,21250,"[-1, 1]","(train,test)",-281474976710655
94055,105210,"[2, -1]","(train,test)",3
94059,121224,"[1, 1]","(train,test)",418
94396,150630,"[1, -1]","(train,test)",341
94400,159146,"[1, 5]","(train,test)",584
94581,18553,"[2, 0]","(train,test)",9397535280
94638,30152,"[256, 0]","(train,test)",55895067029733376
94666,9136,"[1, -1]","(train,test)",72324
94780,124912,"[1, -1]","(train,test)",2
94895,42589,"[1, 0]","(train,test)",460525
95017,115931,"[1, 0]","(train,test)",480173686483581
95021,87335,"[1, 0]","(train,test)",159
95048,78448,"[1, -1]","(train,test)",2
95136,187432,"[2, 1]","(test,train)",25937424600.0
95164,14452,"[9, -1]","(train,test)",39582418599935
95195,12120,"[1, 0]","(train,test)",34406400000000000000
95210,159355,"[1, 1]","(train,test)",1789569707
95222,3940,"[-2, 9]","(train,test)",13
95227,49001,"[1, 2]","(train,test)",109
95298,106098,"[-1, 2]","(train,test)",2
95367,11582,"[2, 0]","(train,test)",84900703109120
95381,24140,"[1, -5]","(train,test)",695
95486,9923,"[3, 4]","(train,test)",757
95548,1694,"[3, 0]","(train,test)",75652914024
95596,19884,"[1, -4]","(train,test)",75
95613,33931,"[2, 1]","(train,test)",17
95775,153172,"[11, -8]","(train,test)",1312
95806,38429,"[1, -2]","(train,test)",715827880
95820,85371,"[1, 0]","(train,test)",247
95833,36174,"[2, 0]","(train,test)",188286357606
95909,108142,"[3, -2]","(train,test)",11224
95912,172560,"[2, -4]","(train,test)",2430
95919,115369,"[1, 10]","(train,test)",130464
95929,28412,"[1, 0]","(train,test)",162129586585337820
95942,145893,"[1, 1]","(train,test)",1
95970,1494,"[14, -41]","(train,test)",57
95976,6568,"[3, 0]","(train,test)",2170719335639016
96003,21874,"[1, 10101000]","(train,test)",10101032
96153,51144,"[1, -1]","(train,test)",3434
96157,24643,"[8, 0]","(train,test)",13958643712
96206,9102,"[1, 0]","(train,test)",4773669
96231,1214,"[7, 136]","(train,test)",381
96240,128283,"[1, 1]","(train,test)",239
96268,17481,"[1, 0]","(train,test)",0
96385,188694,"[6, 0]","(train,test)",1362
96397,403,"[1728000, 276240]","(train,test)",34836240
96471,1214,"[8, 163]","(train,test)",491
96485,216479,"[2, 0]","(train,test)",254
96622,127154,"[-6, -6]","(train,test)",847288609440
96817,10097,"[1, -1]","(train,test)",48315632
96823,177946,"[30, 1]","(train,test)",15271
96866,6074,"[3, 0]","(train,test)",36
96930,74346,"[1, -8]","(train,test)",11016
96941,189514,"[2, 1]","(train,test)",1049
96981,2853,"[288, 1]","(train,test)",7016257
97115,179312,"[-1, 9]","(train,test)",8
97117,288,"[9, 0]","(train,test)",46008
97182,214111,"[19, -1]","(train,test)",5737
97296,105820,"[4, 5]","(test,train)",1336335.0
97375,8796,"[1, 1]","(train,test)",1429
97438,13566,"[1, -1]","(train,test)",27612
97441,198317,"[2, 0]","(test,train)",1.3298711049602e+16
97567,205446,"[5, 6]","(test,train)",149.0
97674,186349,"[2, 0]","(train,test)",444296
97935,2250,"[7, 0]","(train,test)",77777777777777777
97966,101555,"[1, -1]","(train,test)",2
98035,131466,"[17, 7]","(train,test)",5413
98036,38899,"[6, 0]","(train,test)",7662
98051,5669,"[1, 0]","(train,test)",104255099738019625697280
98057,110138,"[1, 0]","(train,test)",213
98183,222905,"[-1, 9]","(train,test)",3
98221,183409,"[1, 0]","(train,test)",3
98249,5966,"[1, 0]","(train,test)",19599665578316398592
98267,8028,"[1, 0]","(train,test)",13027308783283592
98269,104749,"[4, -3]","(train,test)",1
98287,200768,"[1, 1]","(train,test)",12
98329,11225,"[1, 1]","(train,test)",6
98347,221981,"[15, -14]","(train,test)",6481
98352,19294,"[676, -5382]","(train,test)",692250
98376,27803,"[5, 1]","(train,test)",2824295364811
98438,131643,"[4, 0]","(train,test)",1388
98550,1182,"[128, 511]","(train,test)",35839
98565,113815,"[-1, 9]","(train,test)",2
98623,60568,"[1, -1]","(train,test)",579946366
98713,216314,"[1, -1]","(train,test)",72
98783,91557,"[1, 0]","(train,test)",1
98822,1214,"[289, 5779]","(train,test)",11559
98867,135488,"[3, 0]","(train,test)",27495
98893,173272,"[1, -1]","(train,test)",1688
98950,201666,"[2, 1]","(train,test)",54911
99086,147245,"[5, 0]","(train,test)",1944814878720
99151,16916,"[2, 0]","(test,train)",1.0032e+22
99183,191393,"[1, 0]","(train,test)",-26315271553053477373
99243,77279,"[2401, -9604]","(train,test)",384160000
99250,28990,"[1, 0]","(train,test)",27514634240000000000000
99273,162438,"[1, 14641]","(train,test)",14805
99283,197355,"[1, -1]","(train,test)",1840700269
99319,162008,"[-1, 2]","(train,test)",-1073741822
99385,43948,"[1, -1]","(train,test)",3368
99460,82062,"[49, -189]","(train,test)",2016
99487,40136,"[1, 0]","(train,test)",110000000000000000
99558,19294,"[64, -512]","(train,test)",78400
99608,46830,"[1, -12]","(train,test)",1085
99722,318,"[4, -8]","(test,train)",596046447753907.0
99756,71217,"[1, 1]","(train,test)",5
99771,1214,"[1, -15]","(train,test)",26
99962,180018,"[1, -2]","(train,test)",4928
100014,43240,"[8, 0]","(train,test)",252010745683850376
100193,96308,"[1, 0]","(train,test)",1355
100238,18998,"[128, 0]","(train,test)",562949953421312
100287,5669,"[1, 0]","(train,test)",104255099738019625697280
100301,40116,"[1, 0]","(train,test)",159140520
100399,19294,"[841, -6699]","(train,test)",861213
100429,208014,"[1024, 0]","(train,test)",40074642432
100470,102636,"[2, -1]","(train,test)",2187
100536,318,"[3, 16]","(train,test)",1430511474609376
100583,78001,"[2, -1]","(train,test)",4681
100600,12447,"[2, 4]","(test,train)",1483.0
100839,126382,"[2, 0]","(test,train)",42.0
100906,207090,"[1, 0]","(train,test)",335
100990,26333,"[96, -60]","(train,test)",116964
101067,87457,"[1, 0]","(train,test)",146
101070,58079,"[5, 0]","(train,test)",12500
101110,223018,"[1, 0]","(train,test)",398033706586943258624
101145,558,"[1, 0]","(train,test)",38959523483674573012992
101187,207568,"[2, -1]","(train,test)",1617351777154871
101259,64418,"[1, 0]","(train,test)",37266085146835
101341,125514,"[1, -1]","(train,test)",11398896347634609
101364,152803,"[2, 0]","(train,test)",214282979451801088
101403,216366,"[1, 1]","(train,test)",10
101460,203386,"[3, 1]","(test,train)",18180865062035.0
101466,8859,"[1, 0]","(train,test)",3221225472
101470,128808,"[1, 0]","(train,test)",12
101496,192546,"[1, 1]","(train,test)",18528
101531,73510,"[2, 0]","(train,test)",15717398604230888
101536,150089,"[1, -1]","(train,test)",2795
101594,1182,"[2, 4]","(train,test)",844
101611,5544,"[1, 0]","(train,test)",7121453984059539456
101614,150615,"[1, 1]","(train,test)",2
101638,9038,"[1, -1]","(train,test)",133
101655,79652,"[15, -16]","(test,train)",1.647030720866924e+17
101749,130819,"[2, 0]","(test,train)",10542.0
101755,32272,"[4, 1]","(train,test)",293
101775,142790,"[-1, 9]","(train,test)",1
101787,28990,"[1, 0]","(train,test)",27514634240000000000000
101812,124009,"[1, 1]","(train,test)",743740081787109376
101863,191504,"[1, -1]","(train,test)",2919
101871,7305,"[1, 1]","(train,test)",843
101925,1214,"[14, 267]","(train,test)",729
101984,40673,"[1, 1]","(train,test)",13466878
102004,87335,"[1, 0]","(train,test)",159
102031,78839,"[4, 14]","(train,test)",847718631141214
102106,172650,"[3, -14]","(train,test)",979
102108,963,"[5, -11]","(test,train)",191.0
102152,188499,"[1, 1]","(train,test)",107
102160,215109,"[1, -20]","(train,test)",17807
102228,130185,"[1, 2]","(train,test)",2147483648
102231,25096,"[1, 2]","(train,test)",977
102249,17460,"[12, 1]","(train,test)",75977114840189641
102277,963,"[36450, -28980]","(train,test)",16883820
102372,12645,"[1, 0]","(train,test)",128
102379,91503,"[1, 1]","(train,test)",73
102381,115040,"[8, 0]","(train,test)",225280
102431,58939,"[3, -3]","(train,test)",405
102470,26643,"[2, 0]","(train,test)",148
102500,1214,"[250, 4570]","(train,test)",10320
102610,65717,"[1, 6]","(train,test)",1873
102716,177666,"[2, 0]","(train,test)",62113250390418
102737,120851,"[4, 196]","(test,train)",2494.0
102742,149164,"[3, -2]","(train,test)",7
102797,108417,"[16, -220]","(train,test)",25604
102818,1182,"[2, -6]","(test,train)",225.0
102820,11242,"[1, 0]","(train,test)",572204589843750
102879,1214,"[70, 1337]","(train,test)",3087
102938,122604,"[2, -1]","(train,test)",5145
102945,7470,"[1, 1]","(train,test)",69
103072,14452,"[2, 1]","(train,test)",2199023255553
103098,182151,"[1, -2]","(train,test)",46565
103171,79843,"[1, 1]","(train,test)",3609
103188,29391,"[1, 1]","(train,test)",1056
103441,148665,"[1, 1]","(train,test)",240
103531,139807,"[1, 0]","(train,test)",78
103649,42507,"[64, 0]","(train,test)",3010936384
103736,134367,"[4, -3]","(train,test)",4161
104049,178996,"[1, -1]","(train,test)",78
104157,91254,"[1, -1]","(train,test)",2863311514
104311,172560,"[1, -1]","(train,test)",1476
104345,1182,"[64, 272]","(train,test)",18960
104365,64531,"[1, -1]","(train,test)",73
104376,125954,"[5, 0]","(train,test)",40
104519,87636,"[1, -1]","(train,test)",13
104600,213761,"[4, 0]","(test,train)",26569.0
104658,24406,"[-1, 0]","(train,test)",-1
104674,11804,"[1, 0]","(train,test)",251181919
104721,7116,"[1, 0]","(train,test)",224
104732,30786,"[1, -3]","(train,test)",282
104873,2940,"[1, 0]","(train,test)",0
104923,64011,"[5, 0]","(test,train)",103.0
104935,53020,"[1, -1]","(train,test)",87
104998,39514,"[2, -1]","(train,test)",95514665625
105064,213525,"[1, 1]","(train,test)",155
105162,21452,"[1, 108]","(train,test)",2147582102
105184,202353,"[30, 13]","(train,test)",2383
105189,213272,"[1, -2]","(train,test)",228
105213,66161,"[3, -2]","(train,test)",862
105257,208970,"[1, 0]","(train,test)",2240795848
105300,111029,"[2, 0]","(test,train)",280928500842496.0
105342,138758,"[-1, 2]","(train,test)",0
105355,157963,"[27, 0]","(train,test)",270000000000000
105363,36296,"[1, -8]","(train,test)",14243069
105377,69531,"[1, 1]","(train,test)",1819
105485,9268,"[1, 0]","(train,test)",200291280469622706
105541,20758,"[1, 6561]","(train,test)",7810
105616,31157,"[1, 0]","(train,test)",5
105658,77868,"[1, 0]","(train,test)",256
105670,108998,"[3, 2]","(train,test)",284
105678,74788,"[2, 0]","(train,test)",1644167168
105756,75571,"[2, 5]","(test,train)",150.0
105777,180018,"[6, 1]","(train,test)",63727
105783,10069,"[4, 3]","(train,test)",29399
105803,111600,"[9, -8]","(train,test)",28441
105809,153251,"[-1, 1]","(train,test)",1
105847,159982,"[64, 0]","(train,test)",19456426971136
105878,225417,"[6, -2]","(train,test)",1114
